Geneid	B_DNR_24	B_DNR_3	B_DOX_3	B_EPI_24	B_EPI_3	B_MTX_24	B_VEH_24	B_VEH_3	A_DNR_24	A_DNR_3	A_DOX_24	A_DOX_3	A_MTX_24	A_MTX_3	A_VEH_24	A_VEH_3	C_DNR_24	C_DNR_3	C_DOX_24	C_EPI_24	C_EPI_3	C_MTX_24	C_MTX_3	C_VEH_24	C_VEH_3
chr18.55790234.55791014	20	16	6	5	1	13	5	4	11	4	9	4	19	8	5	2	4	4	16	8	1	1	1	2	1
chr18.55833374.55834023	23	7	8	5	1	8	1	2	20	4	8	2	11	2	0	3	12	0	5	1	1	5	0	4	0
chr18.56637411.56639265	32	62	49	17	10	18	6	17	40	45	29	18	50	37	30	18	26	7	25	13	5	9	15	34	7
chr18.56650962.56652042	30	19	24	11	2	13	7	16	17	17	10	7	34	15	22	7	5	3	19	8	5	1	7	26	4
chr18.57586142.57587185	11	24	18	7	5	5	6	11	9	11	5	5	24	11	14	9	9	1	9	7	1	6	10	13	4
chr18.57620973.57622296	40	45	41	8	9	22	7	16	21	35	17	10	63	24	36	19	20	7	30	5	11	6	20	34	8
chr18.57802818.57804043	39	23	23	5	2	22	2	8	13	5	8	4	19	10	13	9	12	1	17	6	2	11	8	10	2
chr18.57819749.57820423	19	14	5	7	1	5	5	9	11	2	1	2	19	0	15	8	2	4	12	3	1	1	3	7	1
chr18.57833437.57834102	20	15	11	9	2	4	2	3	9	6	9	5	10	4	2	2	10	2	11	2	2	0	8	4	1
chr18.57845645.57846941	22	18	19	8	2	15	5	17	17	10	10	2	34	12	27	14	9	9	27	8	3	5	15	32	7
chr18.58043577.58046351	56	78	48	14	17	36	9	32	20	31	21	21	56	31	35	11	18	17	38	13	12	10	17	35	7
chr18.58097226.58097859	22	7	8	6	0	13	3	7	14	5	3	2	17	3	6	6	6	1	8	6	2	2	5	12	2
chr18.58186370.58187103	17	15	12	7	1	13	0	9	7	5	3	2	18	7	10	3	5	1	13	9	4	1	5	14	1
chr18.58188407.58189613	14	11	10	3	2	9	3	7	10	8	2	8	15	7	13	6	4	1	4	5	3	1	12	15	0
chr18.58223757.58224762	31	8	12	12	5	16	4	7	16	8	10	2	31	9	14	6	10	2	11	5	3	6	7	8	3
chr18.58541476.58542777	29	16	18	10	7	21	4	12	29	7	10	3	35	13	16	14	8	3	22	12	3	4	13	16	3
chr18.58544370.58546437	39	33	21	13	8	23	5	17	33	8	23	14	35	9	28	22	16	6	37	12	10	9	18	32	5
chr18.58551353.58552842	25	20	16	8	3	17	6	22	24	13	14	4	26	12	39	14	11	1	17	18	4	5	14	26	6
chr18.58554352.58557822	63	41	45	20	10	58	13	36	33	29	17	16	117	27	81	31	20	9	70	14	18	17	37	91	11
chr18.58576603.58577621	20	13	12	7	1	13	1	10	17	8	7	7	27	13	13	4	9	1	20	8	3	1	6	20	3
chr18.58578184.58580328	42	32	43	18	7	28	15	29	40	22	19	10	84	21	35	16	13	13	60	24	7	6	12	32	2
chr18.58584272.58585022	9	18	10	9	3	7	4	3	14	7	6	5	17	4	11	7	1	5	10	5	2	1	1	10	2
chr18.58598530.58599389	11	7	5	7	2	12	1	5	9	6	6	7	16	3	13	4	11	4	18	9	4	0	8	15	1
chr18.58628406.58630283	34	57	38	12	7	25	9	19	22	25	9	36	86	40	64	24	18	12	33	16	11	4	17	49	12
chr18.58671021.58672577	59	55	58	16	14	40	8	34	27	26	19	21	64	20	59	17	22	6	33	16	11	12	21	35	5
chr18.58761435.58762314	8	7	7	3	1	16	5	7	10	5	3	7	23	4	13	8	3	2	3	7	2	4	5	17	0
chr18.58768120.58768955	29	13	14	11	2	8	5	2	28	1	11	7	23	4	16	11	12	2	11	5	5	6	6	12	1
chr18.58843189.58843770	14	6	7	4	2	12	2	9	10	7	5	5	18	7	24	5	2	0	9	3	2	1	1	13	1
chr18.58862409.58865636	120	132	121	40	31	57	12	38	73	65	81	45	163	58	100	35	54	26	113	28	25	22	62	81	16
chr18.58866678.58868022	15	11	17	5	9	13	5	9	8	12	12	4	31	3	17	9	5	1	10	6	6	0	8	9	3
chr18.58869917.58870997	10	24	15	3	7	12	4	11	7	15	6	6	22	16	26	6	5	5	11	1	7	3	13	24	4
chr18.59005057.59005847	17	9	12	4	2	13	4	7	4	4	8	3	10	4	15	5	5	2	8	2	1	2	4	5	6
chr18.59139306.59140346	25	22	30	7	7	13	1	16	16	10	10	3	49	15	21	11	9	3	20	8	3	2	3	27	1
chr18.59358689.59359585	26	38	21	11	12	25	2	16	23	24	10	13	41	14	23	19	10	4	12	4	5	6	5	26	6
chr18.59516168.59517235	23	14	6	5	1	7	4	3	24	8	16	3	22	4	12	9	7	0	7	5	0	2	4	10	1
chr18.59546011.59546778	21	15	7	6	1	13	3	4	20	3	11	3	9	6	7	5	8	0	8	6	3	2	4	4	1
chr18.59881498.59883119	40	13	27	8	7	23	5	9	37	5	13	9	44	9	17	10	16	2	28	10	1	2	2	20	1
chr18.59898893.59900950	52	37	33	15	9	17	3	12	35	19	20	11	49	10	18	11	17	5	40	8	7	11	13	19	2
chr18.59918278.59919216	31	14	15	8	2	11	3	3	19	5	8	6	21	6	18	4	13	2	23	12	1	1	6	10	2
chr18.61569125.61569994	17	14	15	7	3	11	4	10	15	9	6	3	12	6	9	4	5	3	8	2	1	0	1	17	5
chr18.61605965.61607376	32	26	24	19	8	33	6	11	10	16	6	6	35	16	33	7	5	6	29	8	5	4	9	24	2
chr18.61764792.61765812	45	13	6	9	2	16	4	2	26	6	14	3	18	11	7	6	17	4	19	14	6	6	10	3	4
chr18.61893007.61894721	30	27	24	10	4	14	4	17	14	19	9	10	30	14	17	9	9	5	19	7	6	6	4	19	1
chr18.61991224.61993495	57	43	28	17	3	24	5	13	40	14	13	11	44	9	23	10	20	6	31	11	5	2	11	12	5
chr18.62186357.62188406	45	62	56	9	15	21	6	21	39	32	30	22	69	17	58	19	25	10	26	13	9	13	15	37	5
chr18.62450700.62451536	16	12	12	6	4	9	2	13	16	6	3	4	21	5	6	10	5	4	15	10	3	4	8	11	3
chr18.62522207.62525122	68	117	82	28	20	58	8	50	56	47	29	26	115	32	83	20	35	18	49	22	10	21	29	66	15
chr18.62526217.62527200	24	16	11	4	3	13	4	8	20	13	10	12	29	6	26	8	10	4	18	7	3	5	7	26	1
chr18.62714776.62716013	23	25	28	12	13	20	4	9	13	9	7	6	30	10	31	11	13	2	15	9	5	12	13	18	2
chr18.63099590.63100396	29	13	10	6	4	10	3	8	19	8	6	3	22	4	14	6	3	0	6	5	0	4	4	17	3
chr18.63161509.63162354	27	9	15	7	1	12	3	7	15	3	5	2	17	7	11	8	14	2	16	4	1	3	3	8	1
chr18.63319784.63320898	26	26	26	5	3	10	2	15	6	1	4	7	23	12	31	8	4	2	14	6	7	7	9	16	2
chr18.63366060.63367835	49	57	50	14	18	28	5	24	26	21	18	7	43	21	34	25	11	6	30	9	5	6	14	36	8
chr18.63421460.63423281	54	40	45	19	16	20	6	14	33	32	13	20	42	12	47	12	19	5	38	8	5	11	14	28	7
chr18.63552695.63553839	52	35	37	13	8	21	4	16	20	13	10	9	18	12	19	14	10	3	15	7	1	6	7	24	4
chr18.63774766.63775726	31	13	14	8	7	12	4	9	14	6	7	4	13	6	2	5	4	2	15	5	1	3	4	5	1
chr18.63882293.63883321	25	20	18	8	4	11	3	11	22	7	13	5	27	11	14	4	16	3	9	5	2	5	5	12	0
chr18.63969425.63971503	46	62	58	21	12	42	10	28	42	26	27	14	81	22	53	23	34	13	57	14	10	14	14	32	7
chr18.65057569.65057946	13	11	12	3	0	9	5	2	10	5	0	2	18	5	7	4	4	1	6	6	3	4	4	11	0
chr18.66135400.66136752	42	39	26	8	6	22	4	12	26	28	13	10	58	17	26	14	16	4	25	16	6	11	14	23	1
chr18.68714415.68715444	26	33	18	6	8	20	7	15	18	18	12	6	37	23	20	11	14	5	12	11	4	7	11	18	4
chr18.69950753.69951723	28	11	5	5	5	12	4	9	10	8	5	6	5	4	4	4	7	5	19	6	5	4	5	12	3
chr18.70205361.70206321	10	15	11	8	5	11	3	4	9	6	5	7	36	12	24	9	8	2	17	5	2	1	11	22	2
chr18.70286196.70287158	18	8	11	6	1	13	6	9	23	9	15	10	13	4	15	9	8	1	11	5	4	3	4	10	3
chr18.70288279.70290485	67	68	59	25	24	43	12	18	37	33	24	22	92	49	53	20	23	13	53	17	14	14	32	62	11
chr18.70337236.70337860	11	11	5	7	6	14	2	8	15	3	5	4	27	10	6	11	6	1	3	4	4	3	2	8	1
chr18.73688406.73689849	15	28	11	5	0	19	5	6	16	9	2	4	28	4	19	5	3	5	12	9	4	2	5	10	9
chr18.73792913.73794112	41	8	19	15	2	18	7	5	23	10	9	6	39	9	9	5	10	4	19	13	2	6	10	15	2
chr18.73948206.73948770	21	14	10	3	2	6	0	6	10	1	9	0	12	8	4	3	8	1	14	4	0	1	9	2	1
chr18.74139504.74140275	16	22	15	4	4	14	4	9	15	3	4	4	20	14	10	10	9	3	24	17	5	0	12	17	8
chr18.74147571.74149507	40	58	43	19	6	21	5	24	33	29	27	13	50	25	46	16	29	9	30	11	6	13	16	24	5
chr18.74149709.74151004	38	13	10	12	3	7	2	4	32	10	21	5	11	2	2	0	16	3	19	9	2	5	5	7	0
chr18.74291895.74292329	10	22	13	9	4	13	4	6	11	9	9	3	26	9	22	3	10	2	10	3	4	5	1	15	1
chr18.74495658.74497230	44	44	46	19	11	19	4	26	9	26	14	16	45	18	40	17	20	15	24	14	8	8	12	43	4
chr18.74596727.74599202	63	88	75	12	17	45	9	37	47	43	33	33	131	44	73	34	29	16	57	26	10	12	40	84	11
chr18.74604533.74605516	6	17	26	0	6	17	1	11	7	13	2	3	24	11	24	9	4	2	25	11	5	3	14	21	4
chr18.74796488.74798066	31	31	27	6	7	22	3	14	30	21	8	12	50	14	24	6	11	4	28	6	9	5	14	33	6
chr18.74806130.74807523	39	29	16	10	5	14	3	12	29	13	14	9	39	19	14	10	14	3	13	6	4	6	8	12	4
chr18.75051121.75051892	4	14	14	2	2	13	2	4	2	3	2	2	17	3	11	6	4	1	7	5	1	2	7	14	2
chr18.75127559.75128409	13	8	5	2	3	18	4	12	3	9	6	8	24	10	29	13	2	4	7	5	1	3	5	24	3
chr18.75208194.75210059	33	72	36	24	9	26	5	12	25	22	23	8	81	23	43	18	15	9	25	21	9	8	22	30	9
chr18.75638470.75639837	28	25	19	12	4	20	1	17	12	11	12	11	29	7	22	11	7	4	25	16	7	14	8	27	8
chr18.76450746.76452733	30	28	12	11	8	22	11	16	11	13	9	9	35	16	17	15	6	7	23	10	5	7	11	30	6
chr18.76490975.76492189	18	12	17	4	10	10	1	14	9	11	9	6	41	11	22	9	11	2	16	6	3	6	11	20	4
chr18.76495042.76496130	34	19	13	4	6	10	3	11	6	8	5	4	25	8	17	5	5	1	22	3	1	4	6	13	3
chr18.76686805.76688203	36	4	4	8	3	13	3	13	19	2	5	2	10	5	1	6	13	4	15	6	0	0	4	5	1
chr18.76821468.76823447	29	45	38	3	8	27	5	22	21	22	21	9	86	17	31	12	18	14	38	13	12	15	19	45	13
chr18.77101148.77102694	47	10	12	12	3	19	4	6	10	5	5	4	27	8	15	6	7	0	12	10	1	7	7	8	0
chr18.79951060.79952261	18	14	9	8	5	6	5	11	5	9	11	7	27	7	19	11	8	0	6	7	4	4	5	11	2
chr18.79988084.79989252	14	20	25	9	3	9	4	17	13	10	10	7	39	16	24	12	10	9	21	9	7	4	13	26	3
chr18.80108885.80110379	19	27	22	6	3	22	0	13	14	18	7	10	27	12	30	6	10	5	18	9	5	5	7	25	4
chr18.80245085.80247328	58	31	18	21	3	17	5	12	19	7	21	8	23	14	16	8	17	5	21	15	5	7	13	22	3
chr19.488410.490005	18	19	12	7	10	17	5	20	8	5	5	5	28	7	37	19	7	3	23	14	4	8	9	38	6
chr19.506510.508155	50	52	48	14	12	34	4	21	15	19	21	15	51	20	77	12	12	11	28	17	13	12	16	72	6
chr19.510661.511919	21	10	10	11	3	26	9	24	9	0	3	3	22	14	35	11	11	2	17	9	2	5	12	35	3
chr19.516449.517365	4	3	9	2	4	11	2	7	2	1	1	4	15	5	14	12	2	1	10	4	0	0	6	27	4
chr19.530966.533506	41	78	63	27	7	29	12	48	27	27	22	16	55	15	58	21	13	7	48	7	6	5	21	53	7
chr19.572215.573818	33	41	37	7	8	12	3	20	13	13	17	9	36	11	38	14	9	6	18	9	7	11	6	23	5
chr19.574426.576204	22	20	17	6	6	21	8	20	15	5	10	6	38	20	39	14	8	3	19	4	4	11	8	35	8
chr19.679711.681256	33	34	26	12	6	30	8	48	25	8	12	13	68	29	56	18	8	1	34	14	8	10	19	62	8
chr19.796779.799781	60	63	52	24	6	37	8	25	41	24	42	23	93	29	64	34	13	9	31	28	7	18	18	52	2
chr19.800607.801459	8	11	6	3	2	11	2	3	9	5	3	5	13	5	14	6	2	0	9	1	0	1	7	11	2
chr19.892246.893745	25	30	30	18	6	18	3	21	15	16	13	12	45	13	52	20	10	5	22	18	8	6	20	37	3
chr19.924791.926615	18	20	20	7	2	22	1	15	18	11	16	2	34	11	34	9	10	3	27	7	7	4	10	29	7
chr19.927080.928409	36	17	15	11	1	11	5	11	17	9	13	5	32	13	18	19	12	1	17	10	6	0	11	23	8
chr19.932215.934597	43	17	21	18	8	25	10	20	35	5	20	7	61	21	49	15	24	7	65	25	9	14	24	50	7
chr19.956644.957525	6	8	6	2	2	2	1	8	5	5	3	3	11	7	16	7	1	1	10	4	4	1	9	19	3
chr19.984119.984824	16	10	14	3	1	8	1	8	6	4	6	5	18	15	17	2	3	1	20	6	1	8	12	16	3
chr19.1016610.1017759	19	9	6	7	0	14	3	14	13	10	6	7	18	6	23	10	6	4	16	7	0	2	12	11	6
chr19.1019725.1021780	46	57	43	24	4	27	2	22	47	16	20	11	71	24	41	22	24	5	20	18	3	6	12	39	6
chr19.1025697.1028941	71	96	75	20	21	52	10	39	45	33	49	22	134	42	123	37	11	14	59	34	16	23	26	81	9
chr19.1065159.1066490	18	11	9	8	3	14	2	17	7	7	3	3	24	8	26	16	3	2	23	7	0	5	6	16	6
chr19.1094487.1095814	15	30	11	4	4	15	6	9	8	11	6	5	15	10	21	4	6	6	10	7	3	6	9	21	5
chr19.1103603.1105568	39	43	46	15	16	31	8	33	16	15	21	11	57	16	67	17	19	8	30	14	6	15	17	42	7
chr19.1172714.1173316	12	8	10	2	4	5	0	6	7	2	4	3	7	5	13	4	1	0	10	4	0	2	4	11	2
chr19.1205325.1208415	76	84	61	24	16	31	10	36	41	25	38	14	67	28	76	23	29	13	51	27	10	9	25	50	10
chr19.1209805.1210466	13	7	2	4	3	2	2	2	2	6	3	0	17	5	8	11	5	2	14	2	4	0	5	6	2
chr19.1213363.1215698	42	24	23	16	7	43	8	30	26	11	17	1	62	20	67	23	7	7	37	14	8	8	20	46	5
chr19.1244015.1245362	20	12	8	4	2	18	4	11	9	4	2	4	29	11	23	11	6	0	11	5	4	3	6	21	6
chr19.1248062.1255582	154	220	198	54	61	147	47	180	128	102	106	58	439	114	271	129	67	31	185	62	37	53	70	240	41
chr19.1259138.1259951	4	11	11	2	2	12	5	9	6	10	5	3	30	6	26	9	4	0	6	4	2	3	8	20	4
chr19.1260300.1263346	34	24	28	16	10	40	13	40	18	10	7	8	92	32	57	35	7	4	17	9	8	10	11	40	6
chr19.1264441.1267885	46	55	47	13	15	48	20	66	23	19	21	28	144	46	112	39	16	14	35	10	11	15	32	70	18
chr19.1268575.1270648	40	37	45	16	10	32	6	35	22	17	20	9	57	22	55	16	11	7	34	14	14	12	9	44	10
chr19.1275076.1276468	15	11	20	12	3	17	2	24	6	9	14	2	40	15	41	11	5	2	25	1	5	4	7	23	0
chr19.1354615.1355254	6	13	12	6	2	8	3	9	4	1	6	2	16	7	16	5	7	1	2	5	2	4	6	10	4
chr19.1383453.1384429	11	20	13	10	5	12	6	15	2	9	6	7	24	10	15	8	4	1	14	3	1	7	5	16	1
chr19.1406769.1409265	36	59	61	15	16	26	10	21	29	20	21	23	58	29	61	24	9	13	39	13	16	20	17	55	8
chr19.1438175.1439739	34	28	25	12	6	21	4	18	33	12	29	10	28	12	35	13	16	8	30	9	5	8	12	28	7
chr19.1490097.1491285	16	26	26	10	7	20	4	26	11	2	2	4	23	10	45	8	5	2	12	4	1	6	9	22	4
chr19.1507816.1508474	11	8	10	4	2	15	1	16	4	2	3	3	23	5	46	10	2	1	9	9	5	1	6	23	3
chr19.1565969.1568825	31	69	52	19	9	38	12	36	15	27	18	13	50	22	76	24	10	7	31	11	9	15	17	52	10
chr19.1590860.1593382	36	55	56	11	20	31	16	32	26	23	18	23	55	18	44	25	21	6	36	20	12	11	26	48	12
chr19.1604756.1606314	17	16	22	10	9	22	10	16	11	8	14	10	37	9	30	13	2	7	25	15	8	4	17	28	5
chr19.1617795.1618402	7	9	5	3	1	8	0	6	4	3	3	3	8	6	14	7	3	3	11	1	1	2	6	11	5
chr19.1651698.1653379	34	33	32	16	4	27	5	20	11	13	13	10	71	30	48	16	8	4	22	13	10	9	11	40	9
chr19.1812156.1813286	17	23	19	9	9	26	5	38	9	5	4	2	44	11	36	24	5	5	15	5	2	10	16	30	2
chr19.1847535.1848891	62	38	52	16	5	35	6	21	35	27	25	19	63	36	38	19	22	12	30	21	10	5	13	41	10
chr19.1855098.1855987	6	5	8	6	1	17	7	13	8	8	7	5	17	11	21	13	3	0	2	1	3	5	4	20	1
chr19.1863444.1865146	19	56	25	10	6	29	1	27	17	15	11	5	45	21	37	16	14	3	21	16	0	6	15	26	4
chr19.1875640.1876615	18	17	16	3	5	18	3	13	4	2	8	6	21	9	20	8	3	9	14	7	3	6	9	17	6
chr19.1884855.1885602	6	17	13	8	5	9	6	8	8	8	3	4	5	9	12	6	4	1	14	3	2	3	2	12	1
chr19.1905208.1905929	17	16	17	8	3	18	6	15	13	6	13	5	11	12	20	8	10	1	14	13	2	6	3	17	1
chr19.1939770.1942937	43	56	54	14	9	24	5	33	31	23	29	21	52	30	53	25	16	11	47	19	8	12	23	43	5
chr19.2049421.2051714	46	62	53	25	6	24	6	29	22	21	25	14	55	18	44	17	19	4	21	8	4	16	9	26	4
chr19.2059423.2062649	72	59	56	28	9	58	16	60	37	28	33	28	99	31	96	46	29	11	65	40	13	23	38	84	18
chr19.2095692.2097210	27	19	27	15	3	18	5	27	9	3	5	6	39	15	49	14	8	1	9	14	4	11	10	30	3
chr19.2150273.2152171	33	45	40	17	12	28	4	34	29	11	18	12	36	21	47	16	18	2	26	11	8	8	11	32	6
chr19.2163561.2166050	42	47	45	18	10	29	5	22	26	17	24	14	63	30	42	20	31	7	35	12	9	16	18	34	5
chr19.2167482.2169540	49	48	46	30	9	47	8	36	38	21	26	15	113	34	84	29	20	15	58	20	11	18	25	53	7
chr19.2170098.2172431	42	22	25	23	5	24	8	18	39	8	19	10	61	23	37	24	13	8	41	12	11	9	14	39	10
chr19.2185733.2187260	35	23	23	15	5	31	5	28	15	7	17	8	39	15	47	21	13	6	39	16	3	5	19	40	6
chr19.2188267.2190532	41	12	15	20	3	22	10	12	23	7	12	10	34	9	28	21	17	4	53	13	6	8	15	21	7
chr19.2235037.2237250	45	59	53	21	19	37	8	40	28	16	15	20	94	39	70	35	18	16	59	20	11	14	18	59	14
chr19.2269290.2271952	49	60	52	10	16	21	4	34	36	25	27	13	63	20	52	19	23	5	31	12	14	6	14	33	4
chr19.2327164.2329015	28	18	18	9	4	10	4	13	8	7	5	10	23	8	17	9	13	5	13	5	8	2	8	15	0
chr19.2426826.2428624	27	42	32	13	6	28	7	25	24	14	13	11	47	18	51	34	5	11	26	14	7	9	25	43	8
chr19.2475989.2478951	46	65	37	21	14	45	8	22	41	28	32	16	80	54	43	31	27	8	43	19	11	16	12	53	5
chr19.2494053.2496170	25	29	23	14	9	29	11	14	20	10	20	6	44	26	44	32	9	4	29	13	3	9	19	44	4
chr19.2540270.2541715	36	28	23	16	6	24	5	25	11	6	11	7	37	21	53	12	14	7	31	13	9	11	7	33	3
chr19.2542150.2544609	48	44	27	11	8	31	10	18	23	12	27	8	63	14	57	24	18	7	46	16	5	6	13	38	6
chr19.2545762.2547633	43	32	23	21	1	30	9	18	33	6	22	10	68	18	52	37	13	4	26	13	10	10	16	33	8
chr19.2578186.2580174	47	40	26	20	8	29	9	20	25	11	18	11	65	17	66	23	13	8	64	19	5	9	12	58	8
chr19.2602287.2603893	7	15	9	8	7	20	7	10	3	2	5	8	23	8	45	14	3	4	20	6	2	2	13	29	6
chr19.2610866.2611376	12	4	13	2	4	7	1	9	7	2	5	2	25	2	19	3	2	3	12	2	2	3	2	14	2
chr19.2771490.2772568	9	3	7	9	1	10	4	8	8	5	4	6	14	3	24	10	3	0	9	5	2	1	10	17	6
chr19.2782911.2783685	14	20	14	6	5	13	0	13	8	3	2	4	27	9	20	10	4	3	7	6	2	4	6	16	3
chr19.2819803.2820587	19	10	9	6	2	6	3	3	5	5	7	4	5	6	11	5	7	1	10	3	1	8	7	18	2
chr19.2840878.2842153	19	32	15	9	5	9	7	15	9	8	6	3	31	9	33	9	5	3	14	10	1	5	6	19	3
chr19.2944607.2945569	15	13	22	6	5	13	8	14	7	12	16	9	28	4	30	9	7	0	10	8	5	8	5	22	1
chr19.2949955.2951338	20	18	26	5	2	11	0	17	12	3	11	7	18	6	25	11	8	4	19	11	6	10	6	12	3
chr19.2977083.2978129	7	13	14	2	3	14	5	11	10	2	3	3	26	7	25	13	6	2	8	2	0	5	5	9	4
chr19.3034968.3036923	19	28	21	9	6	22	6	16	12	9	8	10	46	10	40	8	8	6	20	11	4	6	10	23	6
chr19.3055141.3056187	26	11	7	15	5	13	2	12	9	4	12	4	22	8	10	5	13	6	14	7	3	4	13	9	2
chr19.3061283.3063371	26	41	28	14	5	22	8	33	5	11	6	11	55	25	56	24	13	7	33	12	9	14	27	46	12
chr19.3093877.3095781	33	50	38	19	13	16	6	18	11	11	18	18	38	16	45	19	18	3	15	15	6	4	13	31	5
chr19.3115490.3117239	19	7	10	11	4	21	9	18	4	7	4	3	17	10	23	19	2	3	29	6	9	7	17	56	9
chr19.3185220.3187017	34	41	38	18	6	16	7	19	17	15	25	8	32	19	47	8	14	5	23	15	3	13	17	21	5
chr19.3275698.3276626	14	20	24	5	5	11	11	8	6	3	4	4	11	6	19	9	2	0	6	4	1	8	9	17	0
chr19.3284948.3286065	6	56	29	4	6	14	3	32	12	8	5	14	41	22	31	22	8	4	18	12	3	6	13	39	3
chr19.3359983.3360589	10	12	6	3	2	6	0	4	1	9	2	3	18	6	7	2	3	0	3	5	4	1	3	10	1
chr19.3403587.3405217	12	14	7	7	3	29	10	33	5	7	8	12	58	31	38	24	5	6	26	9	10	5	19	55	6
chr19.3434906.3435640	15	4	13	10	2	12	1	10	7	2	9	5	16	7	14	7	11	2	18	5	5	4	10	9	3
chr19.3450952.3451597	22	4	8	11	1	15	1	6	12	4	6	2	21	5	16	10	2	1	18	4	0	4	8	19	1
chr19.3457205.3460173	37	14	11	12	4	39	9	24	21	9	17	12	54	17	75	29	10	7	37	23	6	8	14	44	8
chr19.3500080.3501033	31	27	28	8	3	21	4	23	11	8	10	5	24	14	51	14	9	3	38	13	3	8	9	34	10
chr19.3505782.3507118	31	24	27	11	6	17	7	20	10	11	6	5	39	17	30	13	13	2	21	8	2	6	11	21	8
chr19.3572857.3573420	11	8	14	2	0	4	3	6	2	4	4	2	15	3	3	1	2	1	3	2	1	2	1	7	1
chr19.3625892.3627249	33	36	34	18	7	26	4	22	20	21	19	10	43	27	46	14	10	2	32	15	3	9	13	40	3
chr19.3761118.3761693	6	14	5	2	3	4	1	6	2	3	2	3	18	6	16	4	4	0	12	4	2	4	3	14	1
chr19.3762606.3763087	15	11	12	8	2	13	3	12	8	3	8	4	30	8	25	9	6	2	14	0	3	4	6	22	4
chr19.3949824.3952583	29	17	12	6	2	25	13	29	9	9	4	11	68	18	72	33	10	2	41	13	10	9	14	52	13
chr19.3968147.3971542	96	107	73	40	22	63	8	74	39	45	29	31	155	74	126	53	21	12	72	36	14	21	47	93	6
chr19.3982271.3986007	85	81	61	27	10	35	19	23	66	42	57	22	56	21	46	28	32	13	40	17	10	9	15	36	5
chr19.4007119.4008389	18	20	20	12	5	19	5	12	15	5	10	4	22	11	28	11	7	1	17	10	3	6	15	18	5
chr19.4064067.4067578	61	81	61	21	16	45	10	46	48	36	32	18	100	44	100	33	19	8	52	19	13	12	27	62	7
chr19.4123323.4124364	17	20	14	7	0	6	8	9	10	5	6	6	23	10	17	13	9	4	20	4	7	7	12	26	4
chr19.4246785.4247814	12	20	16	4	3	10	3	10	6	4	8	5	34	7	26	9	5	0	12	6	6	5	8	17	1
chr19.4327416.4328696	18	22	26	11	2	18	5	14	13	8	9	6	46	12	26	15	5	4	9	4	1	8	10	30	10
chr19.4342234.4343570	61	40	39	11	7	35	5	26	14	8	19	15	59	22	53	25	26	5	19	16	7	15	15	49	7
chr19.4373377.4375980	69	25	24	24	6	40	3	33	34	7	23	5	59	39	60	38	23	7	51	20	8	9	26	57	14
chr19.4388695.4391540	35	22	25	15	8	29	13	14	30	10	15	14	53	21	49	30	16	7	40	16	5	6	15	47	17
chr19.4393680.4394675	6	7	6	3	4	5	3	6	6	5	1	0	20	6	15	5	2	1	16	2	3	0	6	19	4
chr19.4399610.4400722	25	41	31	8	4	12	3	14	16	11	15	11	32	11	23	8	4	6	14	8	4	5	7	27	3
chr19.4455289.4458202	45	27	34	14	8	30	9	29	19	17	13	11	48	22	43	18	7	7	29	19	8	11	17	30	7
chr19.4471360.4473796	43	75	63	21	13	39	3	41	36	28	29	15	54	24	66	21	22	11	29	15	14	14	20	44	7
chr19.4473997.4475022	14	13	16	11	4	10	8	14	13	6	8	3	9	6	9	10	4	2	13	3	5	8	9	21	2
chr19.4669683.4670567	14	17	19	4	2	14	2	6	6	4	3	4	9	9	15	7	3	2	13	7	4	4	7	23	3
chr19.4722799.4724690	19	31	45	12	9	18	9	13	24	24	11	10	33	18	38	10	12	3	17	3	3	8	17	18	2
chr19.4791317.4792688	27	35	25	5	4	13	3	15	18	6	8	7	28	14	34	11	6	1	11	9	3	14	10	16	0
chr19.4951277.4952207	13	13	9	2	4	12	4	7	2	4	4	6	22	3	17	9	2	2	19	4	2	6	6	25	3
chr19.4968448.4972361	60	75	52	24	19	66	7	43	46	25	37	15	112	24	76	32	19	7	35	29	12	13	27	43	10
chr19.4972467.4973387	28	7	1	16	3	18	1	5	13	4	12	3	19	5	13	3	7	1	5	9	2	1	1	6	0
chr19.4976368.4978901	51	20	22	15	5	29	12	21	23	8	19	8	50	13	45	26	13	6	56	18	12	9	22	38	4
chr19.4985614.4989436	44	20	23	18	8	47	5	37	30	13	24	6	74	22	67	30	19	7	42	20	10	15	23	58	7
chr19.5090763.5092370	8	12	11	6	1	23	9	19	8	9	7	7	27	8	32	24	7	3	17	10	4	6	15	35	4
chr19.5113249.5116121	30	19	16	8	4	61	17	31	9	6	7	11	70	23	93	29	8	7	53	18	5	16	46	90	16
chr19.5125165.5126992	13	10	14	8	2	20	9	15	7	7	3	7	21	10	53	20	3	2	25	12	7	10	13	29	10
chr19.5127258.5130217	22	21	19	5	8	42	14	38	15	15	12	9	69	21	73	40	8	5	37	13	9	16	22	87	11
chr19.5292807.5293944	17	20	14	5	5	16	6	7	11	7	6	4	27	11	34	17	8	3	20	6	1	7	8	29	3
chr19.5539270.5540017	16	6	7	6	2	15	4	8	15	5	4	7	15	3	16	5	6	2	11	2	1	7	6	14	1
chr19.5621755.5624733	41	55	47	11	19	22	9	14	33	13	30	11	47	20	44	17	13	4	24	8	6	13	19	26	5
chr19.5679881.5681291	17	17	13	10	3	17	6	25	19	9	8	3	40	21	53	22	10	4	24	14	5	9	12	43	8
