"","chr","start","end","length","abs_summit","pileup","-log10(pvalue)","fold_enrichment","-log10(qvalue)","name"
"16647","chr3",20041631,20041759,129,20041676,10,8.87699,6.04532,5.72731,"NA_peak_16647"
"16648","chr3",20081250,20081463,214,20081347,7,7.68777,5.58647,4.63939,"NA_peak_16648"
"16649","chr3",20186031,20186476,446,20186361,17,19.76611,11.09307,15.96416,"NA_peak_16649"
"16650","chr3",20669295,20669484,190,20669429,10,12.5169,8.03801,9.11254,"NA_peak_16650"
"16651","chr3",21751113,21751252,140,21751186,6,7.42378,5.36218,4.3972,"NA_peak_16651"
"16652","chr3",21839687,21839904,218,21839790,9,11.83097,7.66026,8.46924,"NA_peak_16652"
"16653","chr3",22052793,22052935,143,22052888,6,7.42378,5.36218,4.3972,"NA_peak_16653"
"16654","chr3",22779818,22780040,223,22780005,5,5.96338,4.55349,3.0984,"NA_peak_16654"
"16655","chr3",23203077,23203673,597,23203515,9,10.02266,6.80202,6.78674,"NA_peak_16655"
"16656","chr3",23508608,23508807,200,23508761,10,13.38846,8.42628,9.93036,"NA_peak_16656"
"16657","chr3",23611927,23612183,257,23612069,10,11.78223,7.68139,8.4251,"NA_peak_16657"
"16658","chr3",23805913,23806086,174,23805936,7,7.99406,5.73925,4.92027,"NA_peak_16658"
"16659","chr3",23916801,23917364,564,23917056,17,17.69844,9.89234,13.99906,"NA_peak_16659"
"16660","chr3",23938839,23938974,136,23938895,4,4.76469,3.83013,2.03329,"NA_peak_16660"
"16661","chr3",23945854,23946427,574,23945997,24,25.05285,12.16743,21.00581,"NA_peak_16661"
"16662","chr3",24521460,24522347,888,24521681,9,10.02266,6.80202,6.78674,"NA_peak_16662"
"16663","chr3",24756320,24756472,153,24756423,7,8.4545,5.95644,5.34377,"NA_peak_16663"
"16664","chr3",25426443,25426586,144,25426526,13,14.57041,8.90695,11.04208,"NA_peak_16664"
"16665","chr3",25664819,25665120,302,25665008,19,23.47749,12.72421,19.50209,"NA_peak_16665"
"16666","chr3",25783370,25783579,210,25783438,11,12.41064,7.95612,9.01196,"NA_peak_16666"
"16667","chr3",25789960,25790321,362,25790051,13,16.76436,10.04368,13.1147,"NA_peak_16667"
"16668","chr3",25820600,25820727,128,25820624,8,9.54129,6.54616,6.34279,"NA_peak_16668"
"16669","chr3",26525261,26525432,172,26525348,5,6.06117,4.59616,3.16979,"NA_peak_16669"
"16670","chr3",27253951,27254077,127,27253989,10,13.20574,8.34807,9.7589,"NA_peak_16670"
"16671","chr3",27311437,27311640,204,27311575,12,14.47055,8.95877,10.94851,"NA_peak_16671"
"16672","chr3",27369271,27369622,352,27369445,17,21.59653,12.08692,17.70798,"NA_peak_16672"
"16673","chr3",27484159,27484683,525,27484417,21,20.44737,10.38618,16.61224,"NA_peak_16673"
"16674","chr3",27940012,27940232,221,27940093,10,12.67949,8.11335,9.26447,"NA_peak_16674"
"16675","chr3",28059651,28059834,184,28059733,5,6.06117,4.59616,3.16979,"NA_peak_16675"
"16676","chr3",28241316,28241886,571,28241498,19,21.1275,11.38916,17.26101,"NA_peak_16676"
"16677","chr3",28348570,28349441,872,28349128,31,35.20573,15.62261,30.76756,"NA_peak_16677"
"16678","chr3",28575918,28576143,226,28576010,4,4.31071,3.62003,1.69224,"NA_peak_16678"
"16679","chr3",28668082,28668338,257,28668222,6,6.97893,5.16304,4.00177,"NA_peak_16679"
"16680","chr3",29065509,29065730,222,29065659,12,15.39281,9.41207,11.81819,"NA_peak_16680"
"16681","chr3",29233305,29233450,146,29233347,5,5.86589,4.51,3.01299,"NA_peak_16681"
"16682","chr3",29335567,29335729,163,29335663,12,15.87128,9.63364,12.2689,"NA_peak_16682"
"16683","chr3",29453568,29453741,174,29453644,5,6.06117,4.59616,3.16979,"NA_peak_16683"
"16684","chr3",29683551,29683900,350,29683603,8,8.26661,5.89262,5.1715,"NA_peak_16684"
"16685","chr3",29694026,29694171,146,29694130,9,11.49993,7.51666,8.16284,"NA_peak_16685"
"16686","chr3",29758402,29758581,180,29758476,5,6.06117,4.59616,3.16979,"NA_peak_16686"
"16687","chr3",30256589,30256718,130,30256648,6,7.42378,5.36218,4.3972,"NA_peak_16687"
"16688","chr3",30606385,30607028,644,30606540,15,17.51318,10.22068,13.82344,"NA_peak_16688"
"16689","chr3",31077192,31077397,206,31077222,6,6.87705,5.1151,3.90998,"NA_peak_16689"
"16690","chr3",31165489,31165776,288,31165585,19,24.06101,13.04047,20.05763,"NA_peak_16690"
"16691","chr3",31531987,31532891,905,31532451,35,34.65252,13.70659,30.23313,"NA_peak_16691"
"16692","chr3",31597532,31597681,150,31597572,7,8.33303,5.90061,5.23119,"NA_peak_16692"
"16693","chr3",31661410,31661536,127,31661450,4,4.72541,3.81296,2.03329,"NA_peak_16693"
"16694","chr3",31692808,31693002,195,31692896,6,7.42378,5.36218,4.3972,"NA_peak_16694"
"16695","chr3",31700977,31701135,159,31700981,6,7.30904,5.31241,4.30146,"NA_peak_16695"
"16696","chr3",31981099,31981702,604,31981414,8,8.17848,5.844,5.09009,"NA_peak_16696"
"16697","chr3",32106401,32106683,283,32106507,32,34.74916,14.95142,30.32611,"NA_peak_16697"
"16698","chr3",32238226,32238392,167,32238308,6,5.49547,4.38261,2.68449,"NA_peak_16698"
"16699","chr3",32391851,32391987,137,32391923,7,7.19366,5.32652,4.19792,"NA_peak_16699"
"16700","chr3",32401735,32401982,248,32401777,4,3.97021,3.44568,1.40144,"NA_peak_16700"
"16701","chr3",32502374,32502647,274,32502541,5,5.51179,4.34403,2.69844,"NA_peak_16701"
"16702","chr3",32570818,32571290,473,32570923,18,18.3063,9.98852,14.57564,"NA_peak_16702"
"16703","chr3",32578687,32578994,308,32578917,5,5.13358,4.153,2.36165,"NA_peak_16703"
"16704","chr3",32596941,32597127,187,32597065,7,7.68777,5.58647,4.63939,"NA_peak_16704"
"16705","chr3",32684908,32685370,463,32685112,18,19.37768,10.62745,15.59387,"NA_peak_16705"
"16706","chr3",32781566,32781732,167,32781695,8,7.80733,5.63479,4.7491,"NA_peak_16706"
"16707","chr3",32847635,32847778,144,32847690,9,9.69907,6.6301,6.48876,"NA_peak_16707"
"16708","chr3",32903452,32903692,241,32903593,5,5.51179,4.34403,2.69844,"NA_peak_16708"
"16709","chr3",32947829,32947958,130,32947929,9,10.49954,7.0456,7.22806,"NA_peak_16709"
"16710","chr3",33097055,33097413,359,33097205,23,25.97619,13.05305,21.889,"NA_peak_16710"
"16711","chr3",33113886,33114619,734,33114472,26,26.81776,12.52133,22.69589,"NA_peak_16711"
"16712","chr3",33218717,33218902,186,33218823,8,8.59369,6.06936,5.47071,"NA_peak_16712"
"16713","chr3",33277411,33277623,213,33277452,11,12.60222,8.05795,9.19281,"NA_peak_16713"
"16714","chr3",33300104,33300356,253,33300153,7,8.84383,6.12821,5.69667,"NA_peak_16714"
"16715","chr3",33440344,33441132,789,33440582,40,40.26692,14.88992,35.66564,"NA_peak_16715"
"16716","chr3",33659039,33659221,183,33659084,7,8.84383,6.12821,5.69667,"NA_peak_16716"
"16717","chr3",33717807,33718521,715,33718028,9,8.39094,5.88625,5.28537,"NA_peak_16717"
"16718","chr3",33798483,33799159,677,33799053,17,18.62564,10.43909,14.87869,"NA_peak_16718"
"16719","chr3",34295509,34295642,134,34295545,5,5.13358,4.153,2.36165,"NA_peak_16719"
"16720","chr3",35744477,35744661,185,35744564,10,13.29973,8.38851,9.84823,"NA_peak_16720"
"16721","chr3",36792492,36792627,136,36792559,5,5.91413,4.53164,3.05609,"NA_peak_16721"
"16722","chr3",36814391,36814697,307,36814535,13,14.83655,9.05332,11.2935,"NA_peak_16722"
"16723","chr3",36970005,36970216,212,36970133,13,15.26085,9.28214,11.69334,"NA_peak_16723"
"16724","chr3",36992869,36993781,913,36993355,43,46.40525,17.08309,41.63467,"NA_peak_16724"
"16725","chr3",37054538,37054666,129,37054574,8,8.69298,6.12181,5.56263,"NA_peak_16725"
"16726","chr3",37175838,37176560,723,37176383,13,13.67168,8.39778,10.19682,"NA_peak_16726"
"16727","chr3",37430804,37431002,199,37430844,5,5.47107,4.32414,2.66276,"NA_peak_16727"
"16728","chr3",37454055,37454232,178,37454180,5,4.00712,3.50553,1.43268,"NA_peak_16728"
"16729","chr3",37468421,37468584,164,37468525,4,4.17968,3.55462,1.58041,"NA_peak_16729"
"16730","chr3",37680533,37680684,152,37680607,9,9.49717,6.52024,6.3013,"NA_peak_16730"
"16731","chr3",37739528,37739887,360,37739773,9,8.39094,5.88625,5.28537,"NA_peak_16731"
"16732","chr3",37762851,37763065,215,37762912,6,6.54746,4.9541,3.61194,"NA_peak_16732"
"16733","chr3",37860453,37860705,253,37860547,18,17.92754,9.76032,14.21597,"NA_peak_16733"
"16734","chr3",37936418,37936558,141,37936506,6,7.08468,5.21188,4.09758,"NA_peak_16734"
"16735","chr3",38024420,38025277,858,38025116,55,51.84532,15.13432,46.9529,"NA_peak_16735"
"16736","chr3",38084366,38084546,181,38084516,14,13.74573,8.24362,10.26602,"NA_peak_16736"
"16737","chr3",38136913,38137400,488,38137276,46,51.28563,18.52198,46.40615,"NA_peak_16737"
"16738","chr3",38164958,38165908,951,38165163,33,35.75632,15.14295,31.29871,"NA_peak_16738"
"16739","chr3",38346734,38346980,247,38346766,9,8.82107,6.13878,5.6801,"NA_peak_16739"
"16740","chr3",38473373,38473543,171,38473520,9,8.90471,6.18704,5.75281,"NA_peak_16740"
"16741","chr3",38496165,38496490,326,38496229,11,12.22641,7.85683,8.83949,"NA_peak_16741"
"16742","chr3",38533373,38533848,476,38533533,54,59.45196,19.43612,54.4291,"NA_peak_16742"
"16743","chr3",38543650,38543981,332,38543790,17,16.72428,9.30737,13.07734,"NA_peak_16743"
"16744","chr3",38579192,38579351,160,38579197,10,6.5745,4.59982,3.63615,"NA_peak_16744"
"16745","chr3",38659182,38659451,270,38659342,6,6.17482,4.76141,3.27303,"NA_peak_16745"
"16746","chr3",38717650,38717990,341,38717757,10,10.49862,6.99831,7.22798,"NA_peak_16746"
"16747","chr3",38724157,38724298,142,38724218,8,7.13466,5.23885,4.14411,"NA_peak_16747"
"16748","chr3",38951697,38951878,182,38951796,4,4.76469,3.83013,2.03329,"NA_peak_16748"
"16749","chr3",39051803,39052530,728,39051982,10,11.51926,7.54745,8.17952,"NA_peak_16749"
"16750","chr3",39107530,39107874,345,39107695,11,8.46444,5.61466,5.35351,"NA_peak_16750"
"16751","chr3",39147124,39147401,278,39147239,12,9.35457,5.97596,6.16897,"NA_peak_16751"
"16752","chr3",39151080,39151234,155,39151221,11,6.15359,4.17499,3.25451,"NA_peak_16752"
"16753","chr3",39152780,39153011,232,39152843,15,10.98446,6.32118,7.68052,"NA_peak_16753"
"16754","chr3",39153540,39153773,234,39153645,15,11.19837,6.45072,7.88038,"NA_peak_16754"
"16755","chr3",39166229,39166549,321,39166452,7,7.54509,5.51309,4.50842,"NA_peak_16755"
"16756","chr3",39180773,39181057,285,39180864,15,12.71231,7.37658,9.29553,"NA_peak_16756"
"16757","chr3",39190663,39190877,215,39190691,9,6.11607,4.46645,3.22065,"NA_peak_16757"
"16758","chr3",39288481,39288618,138,39288541,6,6.17482,4.76141,3.27303,"NA_peak_16758"
"16759","chr3",39383354,39383632,279,39383542,9,7.56385,5.38297,4.52615,"NA_peak_16759"
"16760","chr3",39384204,39384444,241,39384376,15,14.68856,8.5834,11.15344,"NA_peak_16760"
"16761","chr3",39406426,39407051,626,39406738,19,20.51785,11.03,16.67947,"NA_peak_16761"
"16762","chr3",39417463,39417609,147,39417547,10,12.59746,8.0755,9.18846,"NA_peak_16762"
"16763","chr3",39502610,39502750,141,39502696,6,6.41749,4.88816,3.49356,"NA_peak_16763"
"16764","chr3",39809381,39809587,207,39809427,7,6.84075,5.13117,3.87668,"NA_peak_16764"
"16765","chr3",40211586,40211763,178,40211666,6,6.25332,4.80292,3.34402,"NA_peak_16765"
"16766","chr3",40309434,40309769,336,40309633,15,16.34258,9.56102,12.71542,"NA_peak_16766"
"16767","chr3",40387217,40387378,162,40387243,4,4.52583,3.72277,1.8733,"NA_peak_16767"
"16768","chr3",40452845,40453448,604,40453259,19,18.66357,9.91795,14.91474,"NA_peak_16768"
"16769","chr3",40505798,40506078,281,40505944,11,12.16653,7.82428,8.78364,"NA_peak_16769"
"16770","chr3",40524796,40524954,159,40524867,11,11.2985,7.33792,7.97279,"NA_peak_16770"
"16771","chr3",41117471,41117728,258,41117604,11,11.2985,7.33792,7.97279,"NA_peak_16771"
"16772","chr3",41199275,41199525,251,41199477,14,15.58538,9.31719,11.99892,"NA_peak_16772"
"16773","chr3",41265885,41266139,255,41265992,9,10.254,6.92167,7.00203,"NA_peak_16773"
"16774","chr3",41527190,41527525,336,41527234,6,7.30904,5.31241,4.30146,"NA_peak_16774"
"16775","chr3",41616807,41617007,201,41616830,4,4.76469,3.83013,2.03329,"NA_peak_16775"
"16776","chr3",41681594,41681773,180,41681647,6,7.08468,5.21188,4.09758,"NA_peak_16776"
"16777","chr3",41962034,41962561,528,41962263,49,55.02783,19.27001,50.07726,"NA_peak_16777"
"16778","chr3",42043460,42043590,131,42043506,6,6.54746,4.9541,3.61194,"NA_peak_16778"
"16779","chr3",42061398,42061619,222,42061493,4,3.88716,3.40101,1.32947,"NA_peak_16779"
"16780","chr3",42117715,42117903,189,42117806,9,9.16703,6.33649,5.99615,"NA_peak_16780"
"16781","chr3",42473467,42474013,547,42473760,13,13.04454,8.03052,9.6081,"NA_peak_16781"
"16782","chr3",42490297,42490510,214,42490386,11,11.01005,7.17077,7.70429,"NA_peak_16782"
"16783","chr3",42497097,42497276,180,42497155,12,10.9669,6.97401,7.66415,"NA_peak_16783"
"16784","chr3",42502406,42502543,138,42502470,6,4.88505,4.01526,2.14054,"NA_peak_16784"
"16785","chr3",42581743,42582427,685,42582005,24,27.77462,13.7875,23.61409,"NA_peak_16785"
"16786","chr3",42590677,42590956,280,42590826,20,23.84672,12.69341,19.85379,"NA_peak_16786"
"16787","chr3",42600397,42600907,511,42600612,34,39.38613,16.87783,34.81184,"NA_peak_16787"
"16788","chr3",42684107,42684412,306,42684190,7,7.11167,5.28183,4.1222,"NA_peak_16788"
"16789","chr3",42773082,42773257,176,42773179,8,8.95406,6.25702,5.79823,"NA_peak_16789"
"16790","chr3",42803968,42804234,267,42804023,7,4.8625,3.91781,2.12082,"NA_peak_16790"
"16791","chr3",42804401,42804792,392,42804518,22,22.49366,11.29885,18.56326,"NA_peak_16791"
"16792","chr3",42881078,42881248,171,42881200,9,11.41971,7.48094,8.08673,"NA_peak_16792"
"16793","chr3",42890071,42890199,129,42890078,5,6.06117,4.59616,3.16979,"NA_peak_16793"
"16794","chr3",43106029,43106207,179,43106153,13,15.56244,9.44122,11.97811,"NA_peak_16794"
"16795","chr3",43286245,43286656,412,43286589,13,14.25452,8.7305,10.74499,"NA_peak_16795"
"16796","chr3",43346030,43346159,130,43346058,5,5.77224,4.46733,2.92937,"NA_peak_16796"
"16797","chr3",43406181,43406340,160,43406264,8,9.00865,6.28478,5.84918,"NA_peak_16797"
"16798","chr3",43459613,43459750,138,43459633,5,5.59544,4.38437,2.77217,"NA_peak_16798"
"16799","chr3",43621717,43622428,712,43622295,33,31.9735,12.94512,27.65085,"NA_peak_16799"
"16800","chr3",43690762,43691385,624,43690910,21,22.15386,11.41317,18.23869,"NA_peak_16800"
"16801","chr3",43759325,43759643,319,43759535,10,10.06598,6.75266,6.82803,"NA_peak_16801"
"16802","chr3",43769571,43770035,465,43769687,16,14.75971,8.37747,11.22035,"NA_peak_16802"
"16803","chr3",43954062,43954278,217,43954079,5,5.09897,4.13482,2.33152,"NA_peak_16803"
"16804","chr3",44338130,44338886,757,44338465,36,38.63273,15.59644,34.08122,"NA_peak_16804"
"16805","chr3",44551972,44552190,219,44552089,5,5.13358,4.153,2.36165,"NA_peak_16805"
"16806","chr3",44555068,44555243,176,44555089,5,5.63841,4.40482,2.81067,"NA_peak_16806"
"16807","chr3",44584748,44584959,212,44584831,12,11.67741,7.40295,8.32744,"NA_peak_16807"
"16808","chr3",44585167,44585300,134,44585189,6,4.86156,4.00068,2.1202,"NA_peak_16808"
"16809","chr3",44624910,44625110,201,44625072,5,5.77224,4.46733,2.92937,"NA_peak_16809"
"16810","chr3",44648574,44648851,278,44648648,14,17.3975,10.29198,13.7136,"NA_peak_16810"
"16811","chr3",44761593,44761823,231,44761684,9,9.35226,6.4402,6.16749,"NA_peak_16811"
"16812","chr3",44845670,44845985,316,44845829,19,24.68896,13.37286,20.65729,"NA_peak_16812"
"16813","chr3",44861723,44861885,163,44861807,6,6.25332,4.80292,3.34402,"NA_peak_16813"
"16814","chr3",44885679,44885819,141,44885737,9,9.16703,6.33649,5.99615,"NA_peak_16814"
"16815","chr3",45167590,45167786,197,45167670,11,11.60574,7.51305,8.26057,"NA_peak_16815"
"16816","chr3",45225246,45225395,150,45225344,8,9.00865,6.28478,5.84918,"NA_peak_16816"
"16817","chr3",45388270,45388633,364,45388464,8,9.47808,6.51605,6.2837,"NA_peak_16817"
"16818","chr3",45593818,45594109,292,45593973,8,5.93528,4.49138,3.07552,"NA_peak_16818"
"16819","chr3",45656733,45656929,197,45656884,4,3.97021,3.44568,1.40144,"NA_peak_16819"
"16820","chr3",45679967,45680111,145,45679979,5,5.59544,4.38437,2.77217,"NA_peak_16820"
"16821","chr3",45688969,45689603,635,45689244,27,30.31304,14.24416,26.05285,"NA_peak_16821"
"16822","chr3",45787031,45787192,162,45787157,5,5.86589,4.51,3.01299,"NA_peak_16822"
"16823","chr3",45816610,45816821,212,45816674,12,12.29736,7.76833,8.90599,"NA_peak_16823"
"16824","chr3",45842115,45842299,185,45842221,8,8.59369,6.06936,5.47071,"NA_peak_16824"
"16825","chr3",45881214,45881453,240,45881283,9,9.80403,6.68643,6.58488,"NA_peak_16825"
"16826","chr3",45938929,45939064,136,45939026,9,9.12207,6.31108,5.95447,"NA_peak_16826"
"16827","chr3",45986480,45986619,140,45986534,11,11.39871,7.39538,8.06648,"NA_peak_16827"
"16828","chr3",45995606,45995934,329,45995821,15,16.73193,9.78389,13.08389,"NA_peak_16828"
"16829","chr3",46078928,46079071,144,46079013,8,10.31466,6.89423,7.05653,"NA_peak_16829"
"16830","chr3",46400281,46400408,128,46400324,6,6.68391,5.02184,3.73487,"NA_peak_16830"
"16831","chr3",46488799,46489102,304,46488817,9,9.69907,6.6301,6.48876,"NA_peak_16831"
"16832","chr3",46566327,46566549,223,46566408,12,12.83127,8.0749,9.40703,"NA_peak_16832"
"16833","chr3",46630015,46630195,181,46630109,8,8.90029,6.2295,5.74911,"NA_peak_16833"
"16834","chr3",46705148,46705471,324,46705237,10,7.92608,5.45487,4.85864,"NA_peak_16834"
"16835","chr3",46847213,46847496,284,46847261,11,5.96157,4.05837,3.0984,"NA_peak_16835"
"16836","chr3",46863436,46863745,310,46863587,20,14.92607,7.40444,11.37851,"NA_peak_16836"
"16837","chr3",46892332,46892850,519,46892689,14,11.70692,6.99753,8.35566,"NA_peak_16837"
"16838","chr3",46909638,46909799,162,46909692,14,11.70692,6.99753,8.35566,"NA_peak_16838"
"16839","chr3",46913726,46914068,343,46913788,18,18.03382,9.82445,14.31721,"NA_peak_16839"
"16840","chr3",46935377,46935786,410,46935640,45,46.38108,16.21925,41.6111,"NA_peak_16840"
"16841","chr3",46949358,46949505,148,46949414,8,6.6565,4.94617,3.71029,"NA_peak_16841"
"16842","chr3",46976445,46976873,429,46976783,26,21.41754,9.37302,17.53706,"NA_peak_16842"
"16843","chr3",46979544,46979805,262,46979692,34,29.77632,11.37263,25.53613,"NA_peak_16843"
"16844","chr3",47009306,47009607,302,47009425,17,16.37887,9.09815,12.74962,"NA_peak_16844"
"16845","chr3",47163936,47164525,590,47164156,19,19.8907,10.6566,16.08271,"NA_peak_16845"
"16846","chr3",47266828,47267097,270,47266969,16,17.88114,10.23631,14.17135,"NA_peak_16846"
"16847","chr3",47282829,47283005,177,47282891,8,7.03965,5.18136,4.0568,"NA_peak_16847"
"16848","chr3",47333110,47333283,174,47333181,5,5.27752,4.22736,2.48992,"NA_peak_16848"
"16849","chr3",47380653,47381102,450,47380865,20,17.67185,9.02115,13.97361,"NA_peak_16849"
"16850","chr3",47381462,47381629,168,47381547,12,8.82593,5.64616,5.68445,"NA_peak_16850"
"16851","chr3",47405087,47405222,136,47405191,6,4.83829,3.98621,2.09939,"NA_peak_16851"
"16852","chr3",47421157,47421304,148,47421190,12,11.63272,7.37627,8.28568,"NA_peak_16852"
"16853","chr3",47475886,47476215,330,47475966,10,9.75723,6.5732,6.54142,"NA_peak_16853"
"16854","chr3",47513304,47513879,576,47513480,26,27.13113,12.70855,22.99636,"NA_peak_16854"
"16855","chr3",47522364,47522504,141,47522382,7,7.11167,5.28183,4.1222,"NA_peak_16855"
"16856","chr3",47580149,47580293,145,47580259,8,7.26567,5.31751,4.26275,"NA_peak_16856"
"16857","chr3",47703841,47704044,204,47703898,7,8.39319,5.9284,5.28717,"NA_peak_16857"
"16858","chr3",47781821,47782280,460,47781922,18,19.70422,10.8197,15.90583,"NA_peak_16858"
"16859","chr3",47803065,47803605,541,47803348,9,7.7153,5.47662,4.66479,"NA_peak_16859"
"16860","chr3",47824839,47825197,359,47824926,21,24.11443,12.57357,20.10727,"NA_peak_16860"
"16861","chr3",48088739,48089364,626,48089009,34,33.65133,13.52211,29.26824,"NA_peak_16861"
"16862","chr3",48151609,48151737,129,48151643,8,9.00865,6.28478,5.84918,"NA_peak_16862"
"16863","chr3",48188248,48188918,671,48188520,16,16.24729,9.27797,12.62485,"NA_peak_16863"
"16864","chr3",48232790,48232945,156,48232888,10,11.9198,7.75016,8.55204,"NA_peak_16864"
"16865","chr3",48240985,48241298,314,48241135,18,22.02269,12.13706,18.11515,"NA_peak_16865"
"16866","chr3",48301189,48301663,475,48301496,18,22.02269,12.13706,18.11515,"NA_peak_16866"
"16867","chr3",48439899,48440320,422,48440175,21,21.90615,11.26465,18.00346,"NA_peak_16867"
"16868","chr3",48446423,48447061,639,48446729,13,15.8809,9.60585,12.27767,"NA_peak_16868"
"16869","chr3",48465543,48465886,344,48465716,24,25.76812,12.59586,21.68967,"NA_peak_16869"
"16870","chr3",48472849,48473277,429,48473200,8,7.03965,5.18136,4.0568,"NA_peak_16870"
"16871","chr3",48548872,48549008,137,48548953,5,4.96553,4.06365,2.2124,"NA_peak_16871"
"16872","chr3",48556838,48557269,432,48557066,44,42.05313,14.29728,37.39837,"NA_peak_16872"
"16873","chr3",48561105,48561236,132,48561168,13,7.00794,4.36003,4.02866,"NA_peak_16873"
"16874","chr3",48598341,48598550,210,48598445,15,13.226,7.69201,9.77853,"NA_peak_16874"
"16875","chr3",48609450,48609799,350,48609747,23,25.38405,12.70192,21.32204,"NA_peak_16875"
"16876","chr3",48635382,48635860,479,48635527,19,15.59014,8.0634,12.00353,"NA_peak_16876"
"16877","chr3",48663543,48664272,730,48663784,40,37.541,13.40524,33.02355,"NA_peak_16877"
"16878","chr3",48685713,48686177,465,48685956,15,13.82906,8.06135,10.34511,"NA_peak_16878"
"16879","chr3",48717183,48717555,373,48717306,30,33.95966,15.27656,29.56623,"NA_peak_16879"
"16880","chr3",48739927,48740172,246,48739957,6,5.40714,4.33093,2.60647,"NA_peak_16880"
"16881","chr3",48820709,48820859,151,48820770,6,7.42378,5.36218,4.3972,"NA_peak_16881"
"16882","chr3",48847216,48847452,237,48847313,11,9.28008,6.12443,6.10014,"NA_peak_16882"
"16883","chr3",48847727,48847990,264,48847858,11,9.24821,6.10464,6.07065,"NA_peak_16883"
"16884","chr3",48881908,48882103,196,48881959,5,5.3917,4.2849,2.59253,"NA_peak_16884"
"16885","chr3",48898775,48899004,230,48898950,13,15.56244,9.44122,11.97811,"NA_peak_16885"
"16886","chr3",48918501,48918856,356,48918703,12,13.49024,8.44134,10.02611,"NA_peak_16886"
"16887","chr3",48989716,48990231,516,48990066,13,11.85135,7.31112,8.48795,"NA_peak_16887"
"16888","chr3",49007172,49007506,335,49007316,31,30.19889,12.67418,25.94287,"NA_peak_16888"
"16889","chr3",49007836,49007997,162,49007856,9,5.15849,3.854,2.38499,"NA_peak_16889"
"16890","chr3",49021442,49022150,709,49021610,20,14.95506,7.42106,11.40606,"NA_peak_16890"
"16891","chr3",49029356,49029607,252,49029473,14,14.73468,8.82937,11.19685,"NA_peak_16891"
"16892","chr3",49094001,49094668,668,49094216,26,23.54484,10.58727,19.56655,"NA_peak_16892"
"16893","chr3",49104779,49104968,190,49104856,10,9.88683,6.64893,6.662,"NA_peak_16893"
"16894","chr3",49120647,49120915,269,49120786,7,5.92171,4.58887,3.06241,"NA_peak_16894"
"16895","chr3",49132656,49132857,202,49132722,12,9.61322,6.13729,6.40829,"NA_peak_16895"
"16896","chr3",49133639,49133839,201,49133766,14,11.87755,7.10279,8.51293,"NA_peak_16896"
"16897","chr3",49171224,49171580,357,49171476,25,20.80679,9.33469,16.95545,"NA_peak_16897"
"16898","chr3",49173462,49173777,316,49173556,13,8.21417,5.07266,5.12405,"NA_peak_16898"
"16899","chr3",49173942,49174068,127,49173983,9,4.72939,3.5821,2.03329,"NA_peak_16899"
"16900","chr3",49218532,49218844,313,49218800,5,5.72678,4.4463,2.88973,"NA_peak_16900"
"16901","chr3",49238603,49238935,333,49238788,7,7.49894,5.48906,4.46636,"NA_peak_16901"
"16902","chr3",49256201,49256369,169,49256317,7,7.7866,5.63648,4.73007,"NA_peak_16902"
"16903","chr3",49339737,49340448,712,49340124,21,22.28037,11.4889,18.36,"NA_peak_16903"
"16904","chr3",49358253,49358530,278,49358352,26,28.19959,13.34718,24.02212,"NA_peak_16904"
"16905","chr3",49411994,49412483,490,49412176,23,22.49122,10.96848,18.56113,"NA_peak_16905"
"16906","chr3",49422255,49422588,334,49422488,11,10.91771,7.11673,7.61827,"NA_peak_16906"
"16907","chr3",49429256,49429385,130,49429374,6,6.0612,4.70047,3.16979,"NA_peak_16907"
"16908","chr3",49469134,49470294,1161,49470081,31,25.85685,10.24971,21.77487,"NA_peak_16908"
"16909","chr3",49470515,49470663,149,49470551,10,4.88102,3.54498,2.13733,"NA_peak_16909"
"16910","chr3",49539787,49540472,686,49539928,29,28.53522,12.44577,24.3441,"NA_peak_16910"
"16911","chr3",49554195,49554559,365,49554335,10,9.59034,6.47487,6.38834,"NA_peak_16911"
"16912","chr3",49673752,49674482,731,49674195,33,27.92692,10.71586,23.76036,"NA_peak_16912"
"16913","chr3",49686505,49687029,525,49686909,12,8.7026,5.56932,5.57112,"NA_peak_16913"
"16914","chr3",49689471,49689634,164,49689561,11,8.01061,5.32949,4.93534,"NA_peak_16914"
"16915","chr3",49699237,49699473,237,49699376,19,17.51252,9.22072,13.82298,"NA_peak_16915"
"16916","chr3",49719530,49719779,250,49719680,14,9.49477,5.64283,6.30017,"NA_peak_16916"
"16917","chr3",49723925,49724385,461,49724039,22,19.10948,9.2729,15.3387,"NA_peak_16917"
"16918","chr3",49786499,49786825,327,49786607,23,23.43969,11.53802,19.46536,"NA_peak_16918"
"16919","chr3",49839348,49839595,248,49839418,4,4.60322,3.75833,1.93964,"NA_peak_16919"
"16920","chr3",49856499,49856766,268,49856695,10,10.44835,6.97014,7.18137,"NA_peak_16920"
"16921","chr3",49929513,49929986,474,49929909,14,14.35084,8.60413,10.83563,"NA_peak_16921"
"16922","chr3",49939898,49940444,547,49939995,25,27.19038,13.0997,23.05307,"NA_peak_16922"
"16923","chr3",50088803,50089019,217,50088907,14,15.02483,8.99762,11.47095,"NA_peak_16923"
"16924","chr3",50101096,50101328,233,50101223,8,9.47808,6.51605,6.2837,"NA_peak_16924"
"16925","chr3",50121655,50121782,128,50121750,12,10.88958,6.92679,7.59231,"NA_peak_16925"
